433650	16	1	90

89419	16	49	90
89423	15	60	60
108558	17	51	120
108562	16	59	90
108610	14	87	30
110108	17	27	120
110141	14	76	30
111444	15	68	60
112709	17	45	120
112716	16	55	90
112720	15	62	60
112742	14	78	30
113778	16	1	90
113901	14	74	30
115167	17	33	120
115182	16	46	90
115193	17	1	120
116506	17	47	120
116507	16	52	90
116517	15	65	60
119279	14	74	30
120586	16	47	90
120601	14	75	30
121909	16	52	90
121915	15	60	60
123235	15	58	60
124462	17	1	120
124566	15	56	60
125860	17	35	120
125880	15	58	60
127094	16	2	90
127143	15	1	60
128337	16	1	90
128413	17	25	120
128431	16	49	90
128442	15	63	60
128447	14	71	30
129777	16	45	90
129794	14	75	30
131055	16	47	90
131057	15	56	60
131093	14	81	30
132414	15	82	60
132476	14	1	30
133787	16	88	90
133797	15	90	60
133802	14	109	30
135157	17	63	120
135177	16	80	90
135193	14	110	30
136613	16	87	90
136617	15	95	60
136619	14	106	30
138010	16	82	90
138014	15	96	60
139420	17	61	120
139457	15	108	60
140808	16	77	90
140842	14	109	30
143616	17	71	120
143618	16	88	90
143691	14	141	30
145108	17	73	120
145114	16	88	90
145189	14	138	30
146467	15	78	60
147754	17	71	120
147827	16	115	90
147831	14	133	30
149063	15	80	60
150394	14	66	30
151752	14	128	30
153056	15	97	60
154392	16	95	90
154392	17	69	120
154405	15	102	60
155709	15	96	60
155710	16	90	90
157040	16	99	90
157087	14	127	30
158407	15	107	60
158408	16	97	90
159697	17	71	120
159730	16	96	90
159757	14	129	30
161082	16	112	90
161090	15	110	60
162253	17	33	120
162292	15	62	60
162468	16	1	90
162542	17	34	120
162580	16	57	90
162827	17	36	120
162844	16	64	90
162886	14	80	30
163117	16	57	90
163149	14	75	30
163389	16	64	90
163672	15	54	60
163676	16	50	90
163862	17	1	120
163974	16	66	90
164233	17	31	120
164241	15	63	60
164280	14	86	30
164544	15	67	60
164548	16	73	90
164799	17	37	120
165065	17	37	120
165086	16	59	90
165097	15	60	60
165114	14	78	30
165369	16	53	90
165373	15	58	60
165412	14	71	30
165668	16	58	90
165670	15	59	60
165677	14	71	30
165937	15	56	60
165941	16	57	90
165969	14	77	30
166237	17	29	120
166252	15	62	60
166252	16	54	90
166263	14	64	30
166437	16	1	90
166498	17	28	120
166535	15	55	60
166535	16	51	90
166546	14	73	30
166786	17	29	120
166792	16	48	90
166820	14	62	30
167015	15	54	60
167022	16	53	90
167031	14	64	30
167195	17	21	120
167230	16	52	90
167234	15	61	60
167246	14	63	30
167425	17	23	120
167449	15	61	60
167615	17	27	120
167845	17	23	120
167868	16	51	90
168010	16	1	90
168097	15	53	60
168101	16	49	90
168116	14	71	30
168337	16	52	90
168345	15	58	60
168350	14	73	30
168536	17	27	120
168555	15	57	60
168557	16	49	90
168565	14	71	30
168756	17	24	120
168770	16	54	90
168779	15	62	60
168782	14	70	30
168902	16	1	90
168997	16	48	90
169001	15	59	60
169135	17	1	120
169233	16	54	90
169234	15	60	60
169354	17	1	120
169436	16	47	90
169635	17	21	120
169671	15	57	60
169878	14	66	30
169878	15	57	60
170094	15	58	60
170101	16	50	90
170313	17	29	120
170348	14	64	30
170348	15	58	60
170560	16	55	90
170567	15	57	60
170572	14	61	30
170749	17	25	120
170775	16	44	90
170956	17	26	120
170989	14	71	30
171332	17	31	120
171349	15	53	60
171351	16	51	90
171534	17	20	120
171572	14	68	30
171761	15	56	60
171766	16	50	90
171952	17	30	120
171963	16	53	90
171977	14	74	30
172112	17	24	120
172144	15	59	60
172148	14	71	30
172169	14	1	30
172288	17	19	120
172314	16	52	90
172474	17	19	120
172486	16	55	90
172494	15	58	60
172503	14	69	30
172699	16	60	90
172704	15	62	60
172705	14	67	30
172896	15	55	60
172899	16	55	90
172911	14	62	30
173086	16	62	90
173100	14	69	30
173265	15	61	60
173267	16	56	90
173354	15	1	60
173417	17	16	120
173453	15	59	60
173590	17	19	120
173626	15	56	60
173794	15	54	60
173822	14	64	30
174014	16	61	90
174015	15	61	60
174040	14	68	30
174186	17	27	120
174189	15	52	60
174212	14	57	30
174407	16	53	90
174408	15	60	60
174420	14	69	30
174611	15	55	60
174640	14	69	30
174805	16	54	90
174985	17	27	120
175005	15	50	60
175024	14	62	30
175218	17	27	120
175258	15	64	60
175461	17	26	120
175468	16	51	90
175472	15	57	60
175722	17	33	120
175730	16	56	90
175732	15	60	60
176010	17	32	120
176056	14	71	30
176327	17	30	120
176335	16	53	90
176361	14	70	30
178862	15	67	60
178970	16	51	90
182257	17	50	120
182308	16	79	90
182309	15	80	60
184664	17	55	120
187177	17	1	120
187312	16	81	90
187347	14	119	30
189570	17	1	120
189574	16	21	90
189602	14	43	30
189754	14	50	30
190217	15	95	60
190223	16	85	90
192391	17	58	120
192423	15	86	60
193572	17	7	120
193609	15	37	60
193609	16	27	90
193697	17	17	120
193707	15	33	60
193732	15	2	60
193733	14	51	30
194316	16	76	90
194345	14	99	30
194414	15	10	60
194418	14	27	30
195129	17	13	120
195155	15	33	60
195156	16	31	90
195171	14	44	30
195539	16	19	90
196038	17	62	120
196090	16	103	90
196411	17	1	120
196416	16	3	90
196423	15	6	60
196852	16	11	90
196854	17	6	120
197260	16	1	90
197390	16	85	90
197393	15	82	60
198118	17	9	120
198154	14	45	30
198178	14	2	30
198956	14	1	30
199137	14	4	30
