52052	15	47	90	476
53190	16	22	150	479
53192	17	24	200	480
53204	15	37	90	476
53275	14	1	40	471
53781	15	35	90	476
54292	17	30	200	480
54318	15	51	90	476
54861	16	32	150	479
54862	17	38	200	480
54873	15	53	90	476
55313	15	1	90	476
55391	16	32	150	479
55458	14	76	40	471
55918	15	38	90	476
56454	17	24	200	480
56480	15	45	90	476
57008	15	39	90	476
57497	17	26	200	480
57526	15	33	90	476
58032	16	13	150	479
58039	17	19	200	480
58054	15	34	90	476
58568	16	16	150	479
58577	17	23	200	480
58582	15	37	90	476
59048	16	1	150	479
59116	17	25	200	480
59118	15	39	90	476
59640	17	23	200	480
59647	16	21	150	479
60181	17	27	200	480
60185	16	23	150	479
60232	14	63	40	471
60646	16	1	150	479
60723	17	30	200	480
60730	15	41	90	476
60797	17	6	200	480
60812	15	13	90	476
60934	17	11	200	480
60945	16	9	150	479
60963	15	16	90	476
61022	14	42	40	471
61062	16	1	150	479
61068	15	4	90	476
61238	16	26	150	479
61241	17	19	200	480
61311	17	5	200	480
61317	16	6	150	479
61363	14	98	40	471
61444	17	10	200	480
61494	14	37	40	471
61560	17	1	200	480
61598	15	8	90	476
61725	16	20	150	479
61725	17	18	200	480
61734	15	35	90	476
61831	16	6	150	479
61889	14	90	40	471
61970	15	17	90	476
62014	14	35	40	471
62088	16	3	150	479
62105	15	11	90	476
62173	15	1	90	476
62258	15	35	90	476
62298	14	62	40	471
62351	17	9	200	480
62461	17	11	200	480
62490	15	19	90	476
62589	17	6	200	480
62591	16	3	150	479
62678	14	37	40	471
62748	16	21	150	479
62761	15	32	90	476
62873	15	20	90	476
62975	17	10	200	480
62978	16	10	150	479
63056	14	155	40	471
63128	15	18	90	476
63243	17	19	200	480
63243	16	17	150	479
63303	14	56	40	471
63358	16	11	150	479
63366	15	20	90	476
63432	17	1	200	480
63480	16	11	150	479
63567	14	50	40	471
63625	16	9	150	479
63635	15	20	90	476
63762	16	22	150	479
63875	16	11	150	479
63883	17	11	200	480
63888	15	22	90	476
63987	17	9	200	480
64012	15	26	90	476
64116	16	11	150	479
64189	14	83	40	471
64281	15	33	90	476
64389	15	19	90	476
64490	17	12	200	480
64527	15	21	90	476
64660	15	27	90	476
64786	15	29	90	476
64890	15	19	90	476
64890	17	12	200	480
65011	17	13	200	480
65014	16	11	150	479
65028	15	24	90	476
65110	15	1	90	476
65163	15	23	90	476
65215	14	52	40	471
65277	17	24	200	480
65291	15	35	90	476
65291	16	26	150	479
65400	16	14	150	479
65403	17	14	200	480
65406	15	22	90	476
65531	16	13	150	479
65535	15	26	90	476
65566	14	91	40	471
65652	17	13	200	480
65673	15	22	90	476
65694	15	1	90	476
65782	16	21	150	479
65853	15	1	90	476
65895	17	7	200	480
65905	16	12	150	479
65916	15	22	90	476
66020	15	15	90	476
66149	16	12	150	479
66161	17	16	200	480
66208	14	43	40	471
66284	17	23	200	480
66291	16	22	150	479
66402	16	8	150	479
66414	17	9	200	480
66553	15	28	90	476
66656	16	15	150	479
66658	17	13	200	480
66698	15	30	90	476
66795	17	22	200	480
66802	16	19	150	479
66823	15	33	90	476
66916	17	12	200	480
66917	16	15	150	479
66925	15	19	90	476
67036	17	10	200	480
67080	15	29	90	476
67104	14	45	40	471
67191	15	21	90	476
67305	16	20	150	479
67321	15	29	90	476
67373	17	1	200	480
67525	17	10	200	480
67597	14	157	40	471
67697	15	29	90	476
67703	14	45	40	471
67814	17	27	200	480
67817	16	28	150	479
67873	14	68	40	471
68362	17	27	200	480
68374	15	37	90	476
69000	14	59	40	471
69479	16	18	150	479
69481	17	20	200	480
69491	15	25	90	476
70024	17	11	200	480
70029	16	14	150	479
70111	14	57	40	471
70612	16	12	150	479
70736	14	1	40	471
71202	15	23	90	476
71782	16	13	150	479
71854	14	52	40	471
72353	16	16	150	479
72356	17	14	200	480
72368	15	30	90	476
72896	17	9	200	480
72897	16	12	150	479
72998	14	1	40	471
73492	17	34	200	480
73551	14	75	40	471
74130	16	85	150	479
