169889	14	1	400	473
172315	14	1	400	473
176855	14	105	400	473
181013	14	106	400	473
182758	14	1	400	473
183126	14	47	400	473
183961	14	38	400	473
184815	14	36	400	473
187156	14	60	400	473
191427	14	64	400	473
193518	14	60	400	473
197484	14	59	400	473
197540	14	1	400	473
200577	14	1	400	473
202118	14	503	400	473
203590	14	32	400	473
205058	14	37	400	473
205801	14	26	400	473
207219	14	1	400	473
208579	14	1	400	473
209130	14	4	400	473
209996	14	3	400	473
211103	14	1	400	473
211779	14	3	400	473
212006	14	2	400	473
212458	14	1	400	473
213633	14	1	400	473
214343	14	1	400	473
216358	14	1	400	473
216883	14	3	400	473
217155	14	3	400	473
217413	14	3	400	473
217902	14	1	400	473
218068	14	2	400	473
218229	14	3	400	473
218470	14	4	400	473
218736	14	6	400	473
219082	14	6	400	473
219472	14	6	400	473
219838	14	5	400	473
220170	14	8	400	473
223605	14	1	400	473
225323	14	969	400	473
225663	14	28	400	473
226487	14	1	400	473
227085	14	20	400	473
227585	14	17	400	473
228584	14	1	400	473
229357	14	26	400	473
229925	14	21	400	473
231745	14	28	400	473
232361	14	1	400	473
232775	14	4	400	473
233542	14	12	400	473
234120	14	4	400	473
234572	14	2	400	473
234833	14	4	400	473
235543	14	5	400	473
