164917	14	88	40	470
165093	17	15	200	474
165097	16	12	150	474
165190	14	47	40	470
165357	16	31	150	474
165360	15	45	90	473
165859	16	205	150	474
165863	17	221	200	474
165938	14	300	40	470
166103	16	14	150	474
166193	14	46	40	470
166500	14	136	40	470
166594	16	16	150	474
166712	17	12	200	474
166714	16	16	150	474
167065	17	18	200	474
167090	15	33	90	473
167208	15	32	90	473
167444	15	29	90	473
167444	16	17	150	474
167565	16	29	150	474
167576	15	42	90	473
167664	17	13	200	474
167684	15	20	90	473
167695	16	1	150	474
167811	15	36	90	473
167903	16	15	150	474
167909	15	27	90	473
168133	17	17	200	474
168137	16	14	150	474
168247	16	18	150	474
168249	17	12	200	474
168372	17	15	200	474
168376	16	18	150	474
168615	17	90	200	474
168619	16	98	150	474
168737	16	19	150	474
168880	17	46	200	474
168888	16	46	150	474
169091	14	4	40	470
169586	16	22	150	474
169586	17	24	200	474
169726	14	373	40	470
169827	16	17	150	474
169950	16	13	150	474
169977	15	31	90	473
170319	16	83	150	474
170320	17	89	200	474
170464	16	1	150	474
170585	15	43	90	473
170698	14	465	40	470
170826	14	14	40	470
170826	15	1	90	473
171029	16	76	150	474
171033	17	71	200	474
171254	17	8	200	474
171258	16	15	150	474
171372	15	2	90	473
171496	17	9	200	474
171499	16	15	150	474
171616	17	16	200	474
171634	16	24	150	474
171765	15	28	90	473
171983	17	93	200	474
171984	16	101	150	474
172270	16	50	150	474
172271	17	55	200	474
172286	15	133	90	473
172459	14	7	40	470
173050	17	368	200	474
173051	16	387	150	474
173079	15	434	90	473
173219	16	16	150	474
173222	17	16	200	474
173231	15	31	90	473
173345	16	23	150	474
173472	17	23	200	474
173483	16	23	150	474
173708	16	100	150	474
173820	17	21	200	474
173822	15	158	90	473
173939	17	16	200	474
173983	15	31	90	473
174411	17	74	200	474
174416	16	73	150	474
174551	15	29	90	473
174653	17	19	200	474
174792	14	5	40	470
174901	16	18	150	474
175047	15	44	90	473
175129	17	16	200	474
175802	15	417	90	473
176366	16	344	150	474
176437	15	384	90	473
176563	17	12	200	474
176566	16	14	150	474
176604	15	1	90	473
176714	15	30	90	473
176809	17	11	200	474
177035	17	99	200	474
177045	16	87	150	474
177050	15	115	90	473
177285	17	13	200	474
177303	16	22	150	474
177701	17	56	200	474
177712	16	58	150	474
177912	15	124	90	473
178011	16	21	150	474
178012	17	9	200	474
178243	17	16	200	474
178254	15	28	90	473
178257	16	21	150	474
178376	17	32	200	474
178383	16	24	150	474
178388	15	40	90	473
178483	16	23	150	474
178719	17	102	200	474
178721	16	106	150	474
178752	17	1	200	474
178994	15	155	90	473
178996	16	121	150	474
179226	14	1679	40	470
179662	16	266	150	474
182932	16	51	150	474
182934	17	45	200	474
183005	17	8	200	474
183007	16	4	150	474
183256	16	17	150	474
183258	17	15	200	474
183605	16	68	150	474
183606	17	23	200	474
183766	17	30	200	474
183924	16	27	150	474
184078	17	45	200	474
184336	17	25	200	474
184336	16	29	150	474
184624	16	40	150	474
184627	17	38	200	474
185342	14	357	40	470
205462	16	7	150	474
205463	17	11	200	474
205532	14	58	40	470
