86573	17	125	70
86629	16	205	60
86645	15	218	50
86687	14	243	30
94029	15	1	50
94228	17	114	70
94300	16	179	60
94317	15	188	50
94347	14	216	30
95158	17	7	70
95164	15	16	50
95175	16	12	60
95194	14	36	30
95321	17	4	70
95343	16	7	60
95344	15	13	50
95351	14	24	30
107008	14	5	30
107164	14	4	30
110287	17	101	70
110348	16	165	60
110381	15	183	50
110406	14	211	30
113304	17	123	70
113365	16	193	60
113387	15	202	50
113395	14	230	30
115637	17	170	70
115704	15	240	50
115709	16	238	60
115734	14	280	30
115737	15	1	50
117957	16	3	60
117998	17	2	70
118022	16	9	60
118035	15	21	50
118044	14	37	30
118285	17	12	70
118296	16	21	60
118305	15	26	50
118338	14	44	30
120036	17	9	70
120047	16	11	60
120057	15	17	50
120082	14	29	30
121589	17	30	70
121593	16	16	60
121598	15	22	50
121614	14	43	30
122979	17	28	70
122991	16	28	60
123002	15	34	50
123006	14	49	30
124475	17	34	70
124483	15	36	50
124488	16	38	60
124509	14	57	30
125979	17	36	70
126000	16	39	60
126003	15	41	50
126013	14	53	30
127487	17	32	70
127500	16	45	60
127502	15	44	50
127508	14	56	30
127533	14	1	30
128967	17	27	70
128985	16	30	60
128988	15	35	50
128998	14	47	30
130511	17	34	70
130523	16	35	60
130534	15	43	50
130544	14	57	30
132042	17	56	70
132061	16	59	60
132074	14	79	30
132076	15	69	50
133467	17	59	70
133478	16	69	60
133489	15	70	50
133494	14	93	30
134944	17	50	70
134960	16	59	60
134963	15	62	50
134980	14	75	30
136409	17	54	70
136431	17	1	70
136433	16	74	60
136447	15	74	50
136464	14	89	30
137875	17	48	70
137902	15	70	50
137914	14	90	30
137917	16	70	60
137935	14	1	30
139355	17	58	70
139357	16	66	60
139367	15	65	50
139384	14	84	30
141641	14	1	30
142092	17	1	70
142093	16	2	60
142105	14	9	30
142111	15	3	50
155389	17	47	70
155406	16	68	60
155412	14	83	30
155414	15	72	50
158531	16	1	60
158631	17	52	70
158637	16	67	60
158643	15	73	50
158684	14	84	30
160315	16	54	60
160315	17	49	70
160327	15	56	50
160378	14	98	30
161584	17	61	70
161589	15	79	50
161605	16	79	60
161644	14	103	30
162693	15	68	50
162694	17	56	70
162696	16	69	60
162730	14	100	30
163638	17	54	70
163655	15	72	50
163670	16	71	60
163691	14	89	30
164525	17	52	70
164532	15	69	50
164552	16	70	60
164570	14	93	30
165189	16	1	60
165287	16	59	60
165296	17	52	70
165305	15	56	50
165321	14	77	30
165853	16	61	60
165854	17	49	70
165868	15	60	50
165889	14	80	30
166749	17	47	70
166758	15	63	50
166761	16	60	60
166772	14	72	30
166880	17	37	70
166881	16	37	60
166897	15	48	50
166909	14	61	30
167013	17	29	70
167023	15	46	50
167026	16	36	60
167040	14	61	30
167163	17	43	70
167178	16	54	60
167183	15	64	50
167209	14	69	30
167311	17	34	70
167324	16	53	60
167335	14	69	30
167335	15	60	50
167479	15	63	50
167484	17	46	70
167492	16	58	60
167505	14	73	30
167625	17	40	70
167627	15	66	50
167628	16	64	60
167663	17	1	70
167763	16	50	60
167768	17	38	70
167774	15	56	50
167807	14	187	30
167809	16	1	60
167896	17	44	70
167905	16	60	60
167920	15	61	50
168055	17	40	70
168061	15	72	50
168062	16	61	60
168101	14	202	30
168185	17	38	70
168206	17	1	70
168208	15	61	50
168213	16	53	60
168236	15	1	50
168248	14	97	30
168344	16	44	60
168351	15	58	50
168351	17	36	70
168404	14	93	30
168503	17	49	70
168517	16	55	60
168524	17	1	70
168540	15	76	50
168556	17	1	70
168668	16	64	60
168672	17	54	70
168691	15	71	50
168711	16	1	60
168802	17	52	70
168811	15	63	50
168819	16	53	60
168853	15	1	50
168981	17	59	70
168983	16	73	60
168997	15	75	50
169030	14	441	30
176380	14	2	30
176385	16	1	60
176400	17	1	70
176410	16	1	60
176428	14	9	30
176541	15	1	50
176550	17	2	70
176575	14	10	30
176721	15	2	50
176724	16	4	60
176735	14	14	30
