65660	14	11	30
69578	17	38	120
69617	16	61	90
70954	15	65	60
70981	14	82	30
72079	16	54	90
72111	14	83	30
72963	16	1	90
73094	15	63	60
73098	16	62	90
74090	17	38	120
74132	14	83	30
75093	16	58	90
75096	15	65	60
75938	17	1	120
77058	16	60	90
77066	15	61	60
78011	17	39	120
78032	14	72	30
78980	16	62	90
78990	15	68	60
80031	14	80	30
80969	16	51	90
80975	15	61	60
81914	17	28	120
81959	14	68	30
82914	15	65	60
83829	17	34	120
83841	16	51	90
83873	14	83	30
84827	16	57	90
84848	14	82	30
85795	17	57	120
85837	14	99	30
86776	17	63	120
86810	14	100	30
87778	16	72	90
87788	15	84	60
88756	15	81	60
89602	16	1	90
89755	16	80	90
89797	14	115	30
91561	16	1	90
91694	17	54	120
92654	16	76	90
93664	17	64	120
93708	16	90	90
93712	15	98	60
94636	15	87	60
94640	16	78	90
95590	17	66	120
95626	15	97	60
96560	17	60	120
96598	15	98	60
97574	17	63	120
97587	16	83	90
97619	14	104	30
98549	17	66	120
98555	16	83	90
99556	15	106	60
99603	14	159	30
100530	15	120	60
100532	16	107	90
101374	17	31	120
101522	14	113	30
102199	15	71	60
102993	17	26	120
103032	15	62	60
103801	17	24	120
103836	16	46	90
103850	15	61	60
103982	14	2	30
104654	16	57	90
104761	14	109	30
105579	15	71	60
105583	16	57	90
106488	17	36	120
106537	15	76	60
107549	17	37	120
107551	16	51	90
107554	15	70	60
108581	15	65	60
108608	14	121	30
109605	16	46	90
109615	15	67	60
110503	17	5	120
110638	14	85	30
111602	15	76	60
111631	14	128	30
112594	16	61	90
112598	15	69	60
112671	14	132	30
113509	17	28	120
113602	14	133	30
114484	16	69	90
114487	15	79	60
115463	17	32	120
115535	15	77	60
115621	14	142	30
118611	16	1	90
118724	14	37	30
119515	15	35	60
119515	16	32	90
119555	14	33	30
120249	15	36	60
120728	17	1	120
120784	15	26	60
121206	17	3	120
121254	15	32	60
121680	17	3	120
121723	15	32	60
122095	17	1	120
122215	14	56	30
122605	16	25	90
122661	14	52	30
123083	16	31	90
123098	15	41	60
123590	16	4	90
123607	14	11	30
124087	15	13	60
124503	16	6	90
124505	15	14	60
124934	16	4	90
125368	16	4	90
125383	15	11	60
125736	16	1	90
125846	14	29	30
126251	15	7	60
126685	15	12	60
127035	16	1	90
127145	14	32	30
127564	15	14	60
127987	16	4	90
127998	15	8	60
128310	17	60	120
128325	15	96	60
128471	16	6	90
128508	14	30	30
128703	16	4	90
128714	15	12	60
128719	14	22	30
128977	17	34	120
129008	15	75	60
129043	14	104	30
129421	14	19	30
129734	15	83	60
129760	14	129	30
129910	14	31	30
130132	15	15	60
130389	15	16	60
130393	16	14	90
130620	16	3	90
130772	17	1	120
130970	15	107	60
131098	16	3	90
131132	14	28	30
131436	16	94	90
131503	14	150	30
131582	15	7	60
131828	16	5	90
131912	16	2	90
132309	14	1	30
132935	16	105	90
132959	14	136	30
133557	16	3	90
133801	17	1	120
133817	16	5	90
133856	14	29	30
134302	15	14	60
134882	17	67	120
134902	15	90	60
135311	15	11	60
135311	16	5	90
135793	16	6	90
135827	14	33	30
136659	15	3	60
136659	16	3	90
136685	14	13	30
136698	17	1	120
136885	16	95	90
136908	15	102	60
136921	14	134	30
137512	15	5	60
137802	14	33	30
138272	14	20	30
138667	15	7	60
138833	16	82	90
138848	15	89	60
139034	15	10	60
139269	16	6	90
139434	14	1	30
139754	16	11	90
139785	14	33	30
141465	16	3	90
141501	14	24	30
141746	15	16	60
142212	16	6	90
142226	15	17	60
142981	15	9	60
142981	16	3	90
143199	14	3	30
143451	16	4	90
143462	15	13	60
143487	14	26	30
143707	16	6	90
143741	15	19	60
143749	14	36	30
144191	14	1	30
145184	14	3	30
145442	14	25	30
145679	15	15	60
146164	16	3	90
146195	14	32	30
146915	15	17	60
147135	14	1	30
147408	16	2	90
147431	14	21	30
147705	14	24	30
148648	14	1	30
149638	16	6	90
150166	14	35	30
150637	14	1	30
150879	16	5	90
150913	14	28	30
151132	14	1	30
151419	15	13	60
151426	14	21	30
151655	16	11	90
151690	14	46	30
153116	14	1	30
153379	16	2	90
153390	15	11	60
153414	14	29	30
153565	17	1	120
153654	15	17	60
153658	16	13	90
154131	15	14	60
154131	16	4	90
154672	17	64	120
154738	15	105	60
154761	14	137	30
154883	16	5	90
155364	16	5	90
155377	15	12	60
155624	16	10	90
